Apr 10 00:00:00 pisces-1 newsyslog[28395]: logfile turned over
113.142.9.75 www.sysu.edu.cn - [10/Apr/2013:00:00:01 +0800] "GET /2012/mainslide/jquery.css HTTP/1.1" 200 3731 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
222.200.176.102 www.sysu.edu.cn - [10/Apr/2013:00:00:04 +0800] "GET /2012/images/dotup.png HTTP/1.1" 304 0 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E)"
219.222.203.27 www.sysu.edu.cn - [10/Apr/2013:00:00:05 +0800] "GET /2012/images/dotup.png HTTP/1.1" 304 0 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; @RTY.L**xlmi{F/12HarZWN6OdlfRf6/87l7,-; SV1)"
123.125.71.22 www.sysu.edu.cn - [10/Apr/2013:00:00:07 +0800] "GET / HTTP/1.1" 200 421 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
10.16.2.5 202.116.64.9 - [10/Apr/2013:00:00:09 +0800] "GET / HTTP/1.1" 200 421 "-" "OpenNMS HttpMonitor"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:09 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:10 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
123.125.71.56 www.sysu.edu.cn - [10/Apr/2013:00:00:10 +0800] "GET /2012 HTTP/1.1" 301 0 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
123.125.71.35 www.sysu.edu.cn - [10/Apr/2013:00:00:11 +0800] "GET /2012/ HTTP/1.1" 200 1223 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
123.125.71.38 www.sysu.edu.cn - [10/Apr/2013:00:00:11 +0800] "GET /2012/en/index.htm HTTP/1.1" 200 18110 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:11 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
66.249.74.226 www.sysu.edu.cn - [10/Apr/2013:00:00:12 +0800] "GET /Heart04/get/heart04.html?outline=1 HTTP/1.1" 404 345 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:13 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
66.249.74.226 www.sysu.edu.cn - [10/Apr/2013:00:00:13 +0800] "GET /2012/en/news/new04/2744.htm HTTP/1.1" 200 8759 "-" "Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_1 like Mac OS X; en-us) AppleWebKit/532.9 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.22.7 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:13 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
222.200.176.102 www.sysu.edu.cn - [10/Apr/2013:00:00:14 +0800] "GET /2012/images/dotup.png HTTP/1.1" 304 0 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E)"
219.222.203.27 www.sysu.edu.cn - [10/Apr/2013:00:00:15 +0800] "GET /2012/images/dotup.png HTTP/1.1" 304 0 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; @RTY.L**xlmi{F/12HarZWN6OdlfRf6/87l7,-; SV1)"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:15 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:16 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:17 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
202.181.134.51 202.116.64.9 - [10/Apr/2013:00:00:18 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
123.150.182.173 www.sysu.edu.cn - [10/Apr/2013:00:00:18 +0800] "GET /2012/cn/zdgk/zdgk08/scrollpic.htm HTTP/1.1" 304 0 "http://admission.sysu.edu.cn/" "Mozilla/5.0 (Linux; U; Android 4.0.4; zh-CN; MI 1S Build/IMM76D) AppleWebKit/534.31 (KHTML, like Gecko) UCBrowser/8.8.3.278 U3/0.8.0 Mobile Safari/534.31"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:18 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
222.200.176.102 www.sysu.edu.cn - [10/Apr/2013:00:00:19 +0800] "GET /2012/images/dotup.png HTTP/1.1" 304 0 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E)"
202.181.134.51 202.116.64.9 - [10/Apr/2013:00:00:19 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:19 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
202.181.134.51 202.116.64.9 - [10/Apr/2013:00:00:20 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:20 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
202.181.134.51 202.116.64.9 - [10/Apr/2013:00:00:21 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
158.132.255.57 www.sysu.edu.cn - [10/Apr/2013:00:00:22 +0800] "GET /2012/images/20130220155405935600.jpg HTTP/1.1" 200 65000 "http://www.sysu.edu.cn/Internet0measurement00visit0www.oneprobe.org00Internet0measurement00visit0www.onepr" "Mozilla/4.0"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:22 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
202.181.134.51 202.116.64.9 - [10/Apr/2013:00:00:22 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:23 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
202.181.134.51 202.116.64.9 - [10/Apr/2013:00:00:23 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:24 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
202.181.134.51 202.116.64.9 - [10/Apr/2013:00:00:25 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:25 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
220.181.108.152 www.sysu.edu.cn - [10/Apr/2013:00:00:25 +0800] "GET / HTTP/1.1" 200 421 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
220.181.108.171 www.sysu.edu.cn - [10/Apr/2013:00:00:26 +0800] "GET /2012 HTTP/1.1" 301 0 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
220.181.108.116 www.sysu.edu.cn - [10/Apr/2013:00:00:26 +0800] "GET /2012/ HTTP/1.1" 200 1223 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
202.181.134.51 202.116.64.9 - [10/Apr/2013:00:00:26 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
